,Value,Weight,Solution
40,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
41,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
42,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
43,2888.0,1457.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 21]"
44,2879.0,1482.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
45,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
46,2913.0,1494.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 100]"
47,2916.0,1481.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 76]"
48,2922.0,1493.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 92]"
49,2888.0,1492.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 13]"
50,2880.0,1473.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 15]"
51,2922.0,1457.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 94]"
52,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
53,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
54,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
55,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
56,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
57,2905.0,1474.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 91]"
58,2905.0,1474.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 91]"
59,2917.0,1483.0,"[22, 40, 47, 14, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 3]"
60,2917.0,1483.0,"[22, 40, 47, 14, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 3]"
61,2916.0,1485.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 61, 39, 58, 76]"
62,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
63,2926.0,1483.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 65]"
64,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
65,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
66,2899.0,1489.0,"[22, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 4]"
67,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
68,2907.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 65]"
69,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
70,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
71,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
72,2954.0,1491.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58, 92]"
73,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
74,2883.0,1497.0,"[22, 40, 47, 14, 86, 88, 44, 48, 74, 84, 41, 99, 89, 35, 43, 67, 71, 72, 24, 69, 68, 52, 95, 38, 77, 11, 90, 36, 16, 26, 6, 27, 98, 20, 28, 7, 32, 46, 8, 31, 73, 54, 80, 82, 55, 60, 96, 9, 59, 34, 17, 62, 63, 66, 61, 39, 58]"
